"Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LLC_BI__Brand__c","LLC_BI__Community_Extension__c","LLC_BI__Community_Name__c","LLC_BI__Community_Network_ID__c","LLC_BI__Look_Up_Key__c","LLC_BI__LookupKey__c","LLC_BI__Permission_Set__c","AutorabitExtId__c"
"a31WD000001k07hYAA","005al00000RVcKvAAL","false","nSight Financial","2026-04-09T10:14:00.000Z","005al00000RVcKvAAL","2026-09-02T13:12:34.000Z","005al00000RVvFOAA1","2026-09-02T13:12:34.000Z","a0CWD00005vM0qn2AC","CustomerPortal","Customer Portal","null","34652546354g5","null","nSightFinancial_Community",""
"a31WD000002C6tJYAS","005al00000RVcKvAAL","false","Summit Financial Group","2026-07-22T12:09:57.000Z","005al00000RVcKvAAL","2026-09-02T13:12:34.000Z","005al00000RVvFOAA1","2026-09-02T13:12:34.000Z","a0CWD00006moObZ2AU","/summitfinancial","Summit Financial Client Hub","0DB5f000000KLMNO","D5G8J2L4Q7V1Z9X6F","D5G8J2L4Q7V1Z9X6F","LLC_BI__Institution_Manager",""
"a31WD000002C6tKYAS","005al00000RVcKvAAL","false","First National Bank","2026-07-22T12:09:57.000Z","005al00000RVcKvAAL","2026-09-02T13:12:34.000Z","005al00000RVvFOAA1","2026-09-02T13:12:34.000Z","a0CWD00006moObW2AU","/firstnational","First National Community Portal","0DB5f000000XYZAB","H7K2M9R4P1N8V3Q6X","H7K2M9R4P1N8V3Q6X","LLC_BI__Institution_Admin",""
"a31WD000001xaenYAA","005al00000RVcKvAAL","false","First National Bank","2026-05-08T12:49:45.000Z","005al00000RVcKvAAL","2026-09-02T13:12:34.000Z","005al00000RVvFOAA1","2026-09-02T13:12:34.000Z","a0CWD000069wnDg2AI","/firstnational","First National Community","0DB5x000000AAAA","INST00001","INST00001","FNB_Portal_User",""
"a31WD000001xaeoYAA","005al00000RVcKvAAL","false","Heritage Credit Union","2026-05-08T12:49:45.000Z","005al00000RVcKvAAL","2026-09-02T13:12:34.000Z","005al00000RVvFOAA1","2026-09-02T13:12:34.000Z","a0CWD000069wnDh2AI","/heritagecu","Heritage CU Portal","0DB5x000000BBBB","INST00002","INST00002","HCU_Community_Access",""
"a31WD000001xaepYAA","005al00000RVcKvAAL","false","Midwest Savings Bank","2026-05-08T12:49:45.000Z","005al00000RVcKvAAL","2026-09-02T13:12:34.000Z","005al00000RVvFOAA1","2026-09-02T13:12:34.000Z","a0CWD000069wnDi2AI","/midwestsavings","Midwest Savings Online","0DB5x000000CCCC","INST00003","INST00003","MSB_External_User",""
"a31WD000001xaeqYAA","005al00000RVcKvAAL","false","Pacific Coast Financial","2026-05-08T12:49:45.000Z","005al00000RVcKvAAL","2026-09-02T13:12:34.000Z","005al00000RVvFOAA1","2026-09-02T13:12:34.000Z","a0CWD000069wnDj2AI","/pacificcoast","Pacific Coast Community","0DB5x000000DDDD","INST00004","INST00004","PCF_Partner_Access",""
"a31WD000001xaerYAA","005al00000RVcKvAAL","false","Summit Federal Bank","2026-05-08T12:49:45.000Z","005al00000RVcKvAAL","2026-09-02T13:12:34.000Z","005al00000RVvFOAA1","2026-09-02T13:12:34.000Z","a0CWD000069wnDk2AI","/summitfederal","Summit Federal Portal","0DB5x000000EEEE","INST00005","INST00005","SFB_Borrower_Portal",""
"a31WD000001xaesYAA","005al00000RVcKvAAL","false","First National Bank","2026-05-08T12:49:45.000Z","005al00000RVcKvAAL","2026-09-02T13:12:34.000Z","005al00000RVvFOAA1","2026-09-02T13:12:34.000Z","a0CWD000069wnDl2AI","/fnb-portal","FNB Customer Community","0DB5f000000XYZAB","INST0001","INST0001","FNB_Community_User",""
"a31WD000001xaetYAA","005al00000RVcKvAAL","false","Heritage Credit Union","2026-05-08T12:49:45.000Z","005al00000RVcKvAAL","2026-09-02T13:12:34.000Z","005al00000RVvFOAA1","2026-09-02T13:12:34.000Z","a0CWD000069wnDm2AI","/hcu-portal","Heritage Member Community","0DB5f000000QRSCD","INST0002","INST0002","HCU_Community_User",""
