"Id","OwnerId","IsDeleted","Name","LLC_BI__Branch_Id__c","LLC_BI__City__c","LLC_BI__County__c","LLC_BI__Enabled_Experiences__c","LLC_BI__Institution__c","LLC_BI__Location__Latitude__s","LLC_BI__Location__Longitude__s","LLC_BI__Location__c","LLC_BI__Mortgage_License_State__c","LLC_BI__Mortgage_License__c","LLC_BI__NMLS__c","LLC_BI__State__c","LLC_BI__Street__c","LLC_BI__Zip_Code__c","LLC_BI__lookupKey__c"
"a1TWD000001oxEb2AI","005al00000RVcKvAAL","false","DT-5180-Record02-SingleQuote","","","","","","","","","","","","","","","","","","","IL","","","'8612354123'"
"a1TWD000001oxEk2AI","005al00000RVcKvAAL","false","Singlequote-DT5180","","","","","","","","","Denver","","","","","","","","","","CO","909 N Lafayette St","80218","'Test123'"
"a1TWD0000026Px32AE","005al00000RVcKvAAL","false","DT-5180-Record03-BackSlash","","","","","","","","","","","","","","","","","","","","","","\                                                                                              981723123\ "
"a1TWD0000026Px42AE","005al00000RVcKvAAL","false","TestBranches-01","","","","","","","","","","","","","","","","","","","","","","\                                                                                              Test123\ "
"a1TWD00000268Un2AI","005al00000RVcKvAAL","false","DT-5180-Record03-BackSlash","","","","","","","","","","","","","","","","","","","","","","\                                                                                             981723123\ "
"a1TWD00000268Uo2AI","005al00000RVcKvAAL","false","TestBranches-01","","","","","","","","","","","","","","","","","","","","","","\                                                                                             Test123\ "
"a1TWD0000025pcD2AQ","005al00000RVcKvAAL","false","DT-5180-Record03-BackSlash","","","","","","","","","","","","","","","","","","","","","","\                                                                                            981723123\ "
"a1TWD0000025pcE2AQ","005al00000RVcKvAAL","false","TestBranches-01","","","","","","","","","","","","","","","","","","","","","","\                                                                                            Test123\ "
"a1TWD0000023sU92AI","005al00000RVcKvAAL","false","DT-5180-Record03-BackSlash","","","","","","","","","","","","","","","","","","","","","","\                                                                                           981723123\ "
"a1TWD0000023sUA2AY","005al00000RVcKvAAL","false","TestBranches-01","","","","","","","","","","","","","","","","","","","","","","\                                                                                           Test123\ "
"a1TWD0000023Or32AE","005al00000RVcKvAAL","false","DT-5180-Record03-BackSlash","","","","","","","","","","","","","","","","","","","","","","\                                                                                          981723123\ "
"a1TWD0000023Or42AE","005al00000RVcKvAAL","false","TestBranches-01","","","","","","","","","","","","","","","","","","","","","","\                                                                                          Test123\ "
"a1TWD00000232ld2AA","005al00000RVcKvAAL","false","DT-5180-Record03-BackSlash","","","","","","","","","","","","","","","","","","","","","","\                                                                                         981723123\ "
"a1TWD00000232le2AA","005al00000RVcKvAAL","false","TestBranches-01","","","","","","","","","","","","","","","","","","","","","","\                                                                                         Test123\ "
"a1TWD0000022ut22AA","005al00000RVcKvAAL","false","DT-5180-Record03-BackSlash","","","","","","","","","","","","","","","","","","","","","","\                                                                                        981723123\ "
"a1TWD0000022ut32AA","005al00000RVcKvAAL","false","TestBranches-01","","","","","","","","","","","","","","","","","","","","","","\                                                                                        Test123\ "
"a1TWD0000022usz2AA","005al00000RVcKvAAL","false","DT-5180-Record03-BackSlash","","","","","","","","","","","","","","","","","","","","","","\                                                                                       981723123\ "
"a1TWD0000022ut02AA","005al00000RVcKvAAL","false","TestBranches-01","","","","","","","","","","","","","","","","","","","","","","\                                                                                       Test123\ "
"a1TWD00000212mb2AA","005al00000RVcKvAAL","false","DT-5180-Record03-BackSlash","","","","","","","","","","","","","","","","","","","","","","\                                                                                      981723123\ "
"a1TWD00000212mc2AA","005al00000RVcKvAAL","false","TestBranches-01","","","","","","","","","","","","","","","","","","","","","","\                                                                                      Test123\ "
"a1TWD000001z3bV2AQ","005al00000RVcKvAAL","false","DT-5180-Record03-BackSlash","","","","","","","","","","","","","","","","","","","","","","\                                                                                     981723123\ "
"a1TWD000001z3bW2AQ","005al00000RVcKvAAL","false","TestBranches-01","","","","","","","","","","","","","","","","","","","","","","\                                                                                     Test123\ "
"a1TWD000001xYY92AM","005al00000RVcKvAAL","false","DT-5180-Record03-BackSlash","","","","","","","","","","","","","","","","","","","","","","\                                                                                    981723123\ "
"a1TWD000001xYYA2A2","005al00000RVcKvAAL","false","TestBranches-01","","","","","","","","","","","","","","","","","","","","","","\                                                                                    Test123\ "
"a1TWD000001vDsp2AE","005al00000RVcKvAAL","false","DT-5180-Record03-BackSlash","","","","","","","","","","","","","","","","","","","","","","\                                                                                   981723123\ "
"a1TWD000001vDsq2AE","005al00000RVcKvAAL","false","TestBranches-01","","","","","","","","","","","","","","","","","","","","","","\                                                                                   Test123\ "
"a1TWD000001vDsn2AE","005al00000RVcKvAAL","false","DT-5180-Record03-BackSlash","","","","","","","","","","","","","","","","","","","","","","\                                                                                  981723123\ "
"a1TWD000001vDso2AE","005al00000RVcKvAAL","false","TestBranches-01","","","","","","","","","","","","","","","","","","","","","","\                                                                                  Test123\ "
"a1TWD000001pEpx2AE","005al00000RVcKvAAL","false","DT-5180-Record03-BackSlash","","","","","","","","","","","","","","","","","","","","","","\                                                                                 981723123\ "
"a1TWD000001pEpy2AE","005al00000RVcKvAAL","false","TestBranches-01","","","","","","","","","","","","","","","","","","","","","","\                                                                                 Test123\ "
"a1TWD000001oxb22AA","005al00000RVcKvAAL","false","DT-5180-Record03-BackSlash","","","","","","","","","","","","","","","","","","","","","","\                                                                                981723123\ "
"a1TWD000001oxb32AA","005al00000RVcKvAAL","false","TestBranches-01","","","","","","","","","","","","","","","","","","","","","","\                                                                                Test123\ "
"a1TWD000001oxb02AA","005al00000RVcKvAAL","false","DT-5180-Record03-BackSlash","","","","","","","","","","","","","","","","","","","","","","\                                                                               981723123\ "
"a1TWD000001oxb12AA","005al00000RVcKvAAL","false","TestBranches-01","","","","","","","","","","","","","","","","","","","","","","\                                                                               Test123\ "
"a1TWD000001oxay2AA","005al00000RVcKvAAL","false","DT-5180-Record03-BackSlash","","","","","","","","","","","","","","","","","","","","","","\                                                                              981723123\ "
"a1TWD000001oxaz2AA","005al00000RVcKvAAL","false","TestBranches-01","","","","","","","","","","","","","","","","","","","","","","\                                                                              Test123\ "
"a1TWD000001oxaw2AA","005al00000RVcKvAAL","false","DT-5180-Record03-BackSlash","","","","","","","","","","","","","","","","","","","","","","\                                                                             981723123\ "
"a1TWD000001oxax2AA","005al00000RVcKvAAL","false","TestBranches-01","","","","","","","","","","","","","","","","","","","","","","\                                                                             Test123\ "
"a1TWD000001oxau2AA","005al00000RVcKvAAL","false","DT-5180-Record03-BackSlash","","","","","","","","","","","","","","","","","","","","","","\                                                                            981723123\ "
"a1TWD000001oxav2AA","005al00000RVcKvAAL","false","TestBranches-01","","","","","","","","","","","","","","","","","","","","","","\                                                                            Test123\ "
"a1TWD000001oxas2AA","005al00000RVcKvAAL","false","DT-5180-Record03-BackSlash","","","","","","","","","","","","","","","","","","","","","","\                                                                           981723123\ "
"a1TWD000001oxat2AA","005al00000RVcKvAAL","false","TestBranches-01","","","","","","","","","","","","","","","","","","","","","","\                                                                           Test123\ "
"a1TWD000001oxaq2AA","005al00000RVcKvAAL","false","DT-5180-Record03-BackSlash","","","","","","","","","","","","","","","","","","","","","","\                                                                          981723123\ "
"a1TWD000001oxar2AA","005al00000RVcKvAAL","false","TestBranches-01","","","","","","","","","","","","","","","","","","","","","","\                                                                          Test123\ "
"a1TWD000001oxao2AA","005al00000RVcKvAAL","false","DT-5180-Record03-BackSlash","","","","","","","","","","","","","","","","","","","","","","\                                                                         981723123\ "
"a1TWD000001oxap2AA","005al00000RVcKvAAL","false","TestBranches-01","","","","","","","","","","","","","","","","","","","","","","\                                                                         Test123\ "
"a1TWD000001oxam2AA","005al00000RVcKvAAL","false","DT-5180-Record03-BackSlash","","","","","","","","","","","","","","","","","","","","","","\                                                                        981723123\ "
"a1TWD000001oxan2AA","005al00000RVcKvAAL","false","TestBranches-01","","","","","","","","","","","","","","","","","","","","","","\                                                                        Test123\ "
"a1TWD000001oxak2AA","005al00000RVcKvAAL","false","DT-5180-Record03-BackSlash","","","","","","","","","","","","","","","","","","","","","","\                                                                       981723123\ "
"a1TWD000001oxal2AA","005al00000RVcKvAAL","false","TestBranches-01","","","","","","","","","","","","","","","","","","","","","","\                                                                       Test123\ "
"a1TWD000001oxac2AA","005al00000RVcKvAAL","false","DT-5180-Record03-BackSlash","","","","","","","","","","","","","","","","","","","","","","\                                                                      981723123\ "
"a1TWD000001oxad2AA","005al00000RVcKvAAL","false","TestBranches-01","","","","","","","","","","","","","","","","","","","","","","\                                                                      Test123\ "
"a1TWD000001oxaa2AA","005al00000RVcKvAAL","false","DT-5180-Record03-BackSlash","","","","","","","","","","","","","","","","","","","","","","\                                                                     981723123\ "
"a1TWD000001oxab2AA","005al00000RVcKvAAL","false","TestBranches-01","","","","","","","","","","","","","","","","","","","","","","\                                                                     Test123\ "
"a1TWD000001oxaY2AQ","005al00000RVcKvAAL","false","DT-5180-Record03-BackSlash","","","","","","","","","","","","","","","","","","","","","","\                                                                    981723123\ "
"a1TWD000001oxaZ2AQ","005al00000RVcKvAAL","false","TestBranches-01","","","","","","","","","","","","","","","","","","","","","","\                                                                    Test123\ "
"a1TWD000001oxaM2AQ","005al00000RVcKvAAL","false","DT-5180-Record03-BackSlash","","","","","","","","","","","","","","","","","","","","","","\                                                                   981723123\ "
"a1TWD000001oxaN2AQ","005al00000RVcKvAAL","false","TestBranches-01","","","","","","","","","","","","","","","","","","","","","","\                                                                   Test123\ "
"a1TWD000001oxaK2AQ","005al00000RVcKvAAL","false","DT-5180-Record03-BackSlash","","","","","","","","","","","","","","","","","","","","","","\                                                                  981723123\ "
"a1TWD000001oxaL2AQ","005al00000RVcKvAAL","false","TestBranches-01","","","","","","","","","","","","","","","","","","","","","","\                                                                  Test123\ "
"a1TWD000001oxaH2AQ","005al00000RVcKvAAL","false","DT-5180-Record03-BackSlash","","","","","","","","","","","","","","","","","","","","","","\                                                                 981723123\ "
"a1TWD000001oxaI2AQ","005al00000RVcKvAAL","false","TestBranches-01","","","","","","","","","","","","","","","","","","","","","","\                                                                 Test123\ "
"a1TWD000001oxaF2AQ","005al00000RVcKvAAL","false","DT-5180-Record03-BackSlash","","","","","","","","","","","","","","","","","","","","","","\                                                                981723123\ "
"a1TWD000001oxaG2AQ","005al00000RVcKvAAL","false","TestBranches-01","","","","","","","","","","","","","","","","","","","","","","\                                                                Test123\ "
"a1TWD000001oxaD2AQ","005al00000RVcKvAAL","false","DT-5180-Record03-BackSlash","","","","","","","","","","","","","","","","","","","","","","\                                                               981723123\ "
"a1TWD000001oxaE2AQ","005al00000RVcKvAAL","false","TestBranches-01","","","","","","","","","","","","","","","","","","","","","","\                                                               Test123\ "
"a1TWD000001oxa92AA","005al00000RVcKvAAL","false","DT-5180-Record03-BackSlash","","","","","","","","","","","","","","","","","","","","","","\                                                              981723123\ "
