"Id","OwnerId","IsDeleted","Name","LLC_BI__Allow_Record_Filtering__c","LLC_BI__Balance_Total__c","LLC_BI__Borrower_Type__c","LLC_BI__Bundle__c","LLC_BI__Calc_Common_Sizing_Record__c","LLC_BI__Calc_Common_Sizing_Total_Group__c","LLC_BI__Description__c","LLC_BI__Display_Common_Sizing__c","LLC_BI__Display_Projection_Drivers__c","LLC_BI__Display_Trend__c","LLC_BI__End_Date__c","LLC_BI__Entity_Type__c","LLC_BI__Group_Columns__c","LLC_BI__Interaction__c","LLC_BI__Is_Cash_Flow_Statement__c","LLC_BI__Is_Multi_Currency__c","LLC_BI__Is_Template__c","LLC_BI__Sort_Order__c","LLC_BI__Source_Statement__c","LLC_BI__Spread_Statement_Total_Group__c","LLC_BI__Start_Date__c","LLC_BI__Static_Periods__c","LLC_BI__Total_Hide_Currency_Symbol__c","LLC_BI__Total_Row_Name__c","LLC_BI__Type__c","LLC_BI__lookupKey__c","LLC_BI__End_Date_Quarter__c","LLC_BI__Is_Balance_Sheet__c","LLC_BI__Is_Budget__c","LLC_BI__Is_Global_Analysis__c","LLC_BI__Is_Income_Statement__c","LLC_BI__Is_Personal_Financial_Statement__c","LLC_BI__Is_Ratios__c","LLC_BI__Is_Traditional_Cash_Flow__c","LLC_BI__Is_UCA_Cash_Flow__c","LLC_BI__Start_Date_Quarter__c","LLC_BI__Supports_Common_Sizing__c","LLC_BI__Supports_Trend__c"
"a55WD00001R5BMIYA3","005al00000RVcKvAAL","false","000000394","true","false","","a5VWD000000GcZH2A0","","","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","400.0","","","","false","false","","Summary Direct CF","42104280661732513","4.0","0.0","0.0","false","0.0","0.0","0.0","0.0","0.0","4.0","false","false"
"a55WD00001ejwbvYAA","005al00000RVvFOAA1","false","000000623","true","false","","a5VWD000000HvTM2A0","","","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","400.0","","","","false","false","","Schedule E","42110713410118741","4.0","0.0","0.0","false","0.0","0.0","0.0","0.0","0.0","4.0","false","false"
"a55WD00001ejwblYAA","005al00000RVvFOAA1","false","000000613","true","false","","a5VWD000000HvTL2A0","","a51WD00000i45gHYAQ","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","100.0","","","","false","false","","Income Statement","42119330121408107","4.0","0.0","0.0","false","1.0","0.0","0.0","0.0","0.0","4.0","true","true"
"a55WD00001ejwc1YAA","005al00000RVvFOAA1","false","000000629","true","false","","a5VWD000000HvTO2A0","","","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","300.0","","","","false","false","","Traditional Cash Flow","42120881615033539","4.0","0.0","0.0","false","0.0","0.0","0.0","1.0","0.0","4.0","false","false"
"a55WD00001R5BMJYA3","005al00000RVcKvAAL","false","000000395","true","false","","a5VWD000000GcZK2A0","","","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","185.0","","","","false","false","","Schedule E","42124481389886277","4.0","0.0","0.0","false","0.0","0.0","0.0","0.0","0.0","4.0","false","false"
"a55WD00001R5BMKYA3","005al00000RVcKvAAL","false","000000396","true","false","","a5VWD000000GcZS2A0","","","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","200.0","","","","false","false","","Statement of Activities","42125745919460116","4.0","0.0","0.0","false","0.0","0.0","0.0","0.0","0.0","4.0","false","false"
"a55WD00001R5BMLYA3","005al00000RVcKvAAL","false","000000397","true","false","","a5VWD000000GcZD2A0","","","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","100.0","","","","false","false","","NOI Statement","42130825268197847","4.0","0.0","0.0","false","0.0","0.0","0.0","0.0","0.0","4.0","false","false"
"a55WD00001R5BMMYA3","005al00000RVcKvAAL","false","000000398","true","false","","a5VWD000000GcZF2A0","","","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","500.0","a55WD00001R5BMNYA3","","","false","true","","Ratios","42131351578609301","4.0","0.0","0.0","false","0.0","0.0","1.0","0.0","0.0","4.0","false","false"
"a55WD00001ejwcBYAQ","005al00000RVvFOAA1","false","000000639","true","false","","a5VWD000000HvTQ2A0","","","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","900.0","","","","false","false","","Ratios","42137658417223178","4.0","0.0","0.0","false","0.0","0.0","1.0","0.0","0.0","4.0","false","false"
"a55WD00001R5BMNYA3","005al00000RVcKvAAL","false","000000399","true","false","","a5VWD000000GcZN2A0","","","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","500.0","","","","false","true","","Ratios","42138429845479368","4.0","0.0","0.0","false","0.0","0.0","1.0","0.0","0.0","4.0","false","false"
"a55WD00001R5BMOYA3","005al00000RVcKvAAL","false","000000400","true","false","","a5VWD000000GcZK2A0","","","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","180.0","","","","false","false","","Schedule C","42138817372032784","4.0","0.0","0.0","false","0.0","0.0","0.0","0.0","0.0","4.0","false","false"
"a55WD00001ejwbZYAQ","005al00000RVvFOAA1","false","000000601","true","false","","a5VWD000000HvTJ2A0","","a51WD00000i3weYYAQ","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","600.0","","","","false","false","","Accrual Income Statement","42139534116194634","4.0","0.0","0.0","false","0.0","0.0","0.0","0.0","0.0","4.0","false","false"
"a55WD00001R5BMPYA3","005al00000RVvFOAA1","false","000000401","true","false","","a5VWD000000GcZW2A0","","","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","400.0","","","","false","false","","Summary Direct CF","42148986073066108","4.0","0.0","0.0","false","0.0","0.0","0.0","0.0","0.0","4.0","false","false"
"a55WD00001R5BMQYA3","005al00000RVcKvAAL","false","000000402","true","false","","a5VWD000000GcZX2A0","","","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","400.0","","","","false","false","","Traditional Cash Flow","42157613466919206","4.0","0.0","0.0","false","0.0","0.0","0.0","1.0","0.0","4.0","false","false"
"a55WD00001ejwc3YAA","005al00000RVvFOAA1","false","000000631","true","false","","a5VWD000000HvTO2A0","","","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","500.0","","","","false","true","","Ratios","42162326001877329","4.0","0.0","0.0","false","0.0","0.0","1.0","0.0","0.0","4.0","false","false"
"a55WD00001R5BMRYA3","005al00000RVvFOAA1","false","000000403","true","false","","a5VWD000000GcZU2A0","","a51WD00000i45njYAA","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","200.0","","","","false","false","","Income Statement","42162784209158118","4.0","0.0","0.0","false","1.0","0.0","0.0","0.0","0.0","4.0","true","true"
"a55WD00001R5BMSYA3","005al00000RVcKvAAL","false","000000404","true","false","","a5VWD000000GcZN2A0","","","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","25.0","","","","false","false","","Input Balance Sheet","42163954178570117","4.0","0.0","0.0","false","0.0","0.0","0.0","0.0","0.0","4.0","false","false"
"a55WD00001R5BMTYA3","005al00000RVcKvAAL","false","000000405","true","false","","a5VWD000000GcZF2A0","","","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","250.0","a55WD00001R5BNzYAN","","","false","false","","Reconciliation","42186344785308433","4.0","0.0","0.0","false","0.0","0.0","0.0","0.0","0.0","4.0","false","false"
"a55WD00001R5BMUYA3","005al00000RVcKvAAL","false","000000406","true","false","","a5VWD000000GcZE2A0","","","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","535.0","","","","false","false","","Schedule F","42193104394535437","4.0","0.0","0.0","false","0.0","0.0","0.0","0.0","0.0","4.0","false","false"
"a55WD00001R5BMVYA3","005al00000RVcKvAAL","false","000000407","true","false","","a5VWD000000GcZI2A0","","","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","500.0","","","","false","false","","UCA Cash Flow","42201904600905971","4.0","0.0","0.0","false","0.0","0.0","0.0","0.0","1.0","4.0","false","false"
"a55WD00001ejwbiYAA","005al00000RVvFOAA1","false","000000610","true","false","","a5VWD000000HvTK2A0","","","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","","","","","false","false","","Ratios","42203577126729957","4.0","0.0","0.0","false","0.0","0.0","1.0","0.0","0.0","4.0","false","false"
"a55WD00001R5BMWYA3","005al00000RVcKvAAL","false","000000408","true","false","","a5VWD000000GcZM2A0","","","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","150.0","","","","false","false","","Personal Financial Statement","42210033182422408","4.0","0.0","0.0","false","0.0","1.0","0.0","0.0","0.0","4.0","false","false"
"a55WD00001R5BMXYA3","005al00000RVcKvAAL","false","000000409","true","false","","a5VWD000000GcZF2A0","","","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","25.0","a55WD00001R5BMSYA3","","","false","false","","Input Balance Sheet","42216427379999457","4.0","0.0","0.0","false","0.0","0.0","0.0","0.0","0.0","4.0","false","false"
"a55WD00001R5BMYYA3","005al00000RVcKvAAL","false","000000410","true","false","","a5VWD000000GcZC2A0","","","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","100.0","","","","false","false","","NOI Statement","42216735442313223","4.0","0.0","0.0","false","0.0","0.0","0.0","0.0","0.0","4.0","false","false"
"a55WD00001R5BMZYA3","005al00000RVcKvAAL","false","000000411","true","false","","a5VWD000000GcZF2A0","","","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","900.0","a55WD00001R5BMvYAN","","","false","false","","Traditional Cash Flow","42223668782120867","4.0","0.0","0.0","false","0.0","0.0","0.0","1.0","0.0","4.0","false","false"
"a55WD00001R5BMaYAN","005al00000RVcKvAAL","false","000000412","true","false","","a5VWD000000GcZC2A0","","","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","200.0","","","","false","false","","Rent Roll","42240393280093550","4.0","0.0","0.0","false","0.0","0.0","0.0","0.0","0.0","4.0","false","false"
"a55WD00001ejwbnYAA","005al00000RVvFOAA1","false","000000615","true","false","","a5VWD000000HvTL2A0","","","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","800.0","","","","false","false","","Summary Direct CF","42265591039683888","4.0","0.0","0.0","false","0.0","0.0","0.0","0.0","0.0","4.0","false","false"
"a55WD00001R5BMbYAN","005al00000RVcKvAAL","false","000000413","true","false","","a5VWD000000GcZJ2A0","","","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","300.0","","","","false","false","","Net Worth Recon","42266747108174582","4.0","0.0","0.0","false","0.0","0.0","0.0","0.0","0.0","4.0","false","false"
"a55WD00001R5BMcYAN","005al00000RVcKvAAL","false","000000414","true","false","","a5VWD000000GcZM2A0","","","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","500.0","","","","false","true","","Ratios","42267171773832550","4.0","0.0","0.0","false","0.0","0.0","1.0","0.0","0.0","4.0","false","false"
"a55WD00001R5BMdYAN","005al00000RVcKvAAL","false","000000415","true","false","","a5VWD000000GcZO2A0","","","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","","","","","false","false","","Personal Cash Flow","42276334069775514","4.0","0.0","0.0","false","0.0","0.0","0.0","0.0","0.0","4.0","false","false"
"a55WD00001ejwbYYAQ","005al00000RVvFOAA1","false","000000600","true","false","","a5VWD000000HvTJ2A0","","a51WD00000i3weNYAQ","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","500.0","","","","false","false","","Cash Income Statement","42278976889260369","4.0","0.0","0.0","false","0.0","0.0","0.0","0.0","0.0","4.0","false","false"
"a55WD00001ejwc6YAA","005al00000RVvFOAA1","false","000000634","true","false","","a5VWD000000HvTO2A0","","a51WD00000i45kmYAA","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","200.0","","","","false","false","","Income Statement","42280329183155675","4.0","0.0","0.0","false","1.0","0.0","0.0","0.0","0.0","4.0","true","true"
"a55WD00001R5BMeYAN","005al00000RVcKvAAL","false","000000416","true","false","","a5VWD000000GcZS2A0","","","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","600.0","","","","false","false","","Ratios","42287142942840335","4.0","0.0","0.0","false","0.0","0.0","1.0","0.0","0.0","4.0","false","false"
"a55WD00001ejwbgYAA","005al00000RVvFOAA1","false","000000608","true","false","","a5VWD000000HvTK2A0","","a51WD00000i45flYAA","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","","","","","false","false","","Personal Financial Statement","42289960294422445","4.0","0.0","0.0","false","0.0","1.0","0.0","0.0","0.0","4.0","false","false"
"a55WD00001R5BMfYAN","005al00000RVcKvAAL","false","000000417","true","false","","a5VWD000000GcZF2A0","","","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","350.0","a55WD00001R5BN4YAN","","","false","false","","Summary Indirect CF","42291813853878546","4.0","0.0","0.0","false","0.0","0.0","0.0","0.0","0.0","4.0","false","false"
"a55WD00001R5BMgYAN","005al00000RVvFOAA1","false","000000418","true","false","","a5VWD000000GcZR2A0","","","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","2.0","","","","true","false","","Rent Roll","4229650178365333","4.0","0.0","0.0","false","0.0","0.0","0.0","0.0","0.0","4.0","false","false"
"a55WD00001R5BMhYAN","005al00000RVcKvAAL","false","000000419","true","false","","a5VWD000000GcZH2A0","","","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","300.0","","","","false","false","","Traditional Cash Flow","42301704389004613","4.0","0.0","0.0","false","0.0","0.0","0.0","1.0","0.0","4.0","false","false"
"a55WD00001ejwbzYAA","005al00000RVvFOAA1","false","000000627","true","false","","a5VWD000000HvTN2A0","","","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","500.0","","","","false","false","","Summary Direct CF","42301907821848757","4.0","0.0","0.0","false","0.0","0.0","0.0","0.0","0.0","4.0","false","false"
"a55WD00001R5BMiYAN","005al00000RVcKvAAL","false","000000420","true","false","","a5VWD000000GcZN2A0","","","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","100.0","","","","false","false","","Balance Sheet","42306453519165941","4.0","1.0","0.0","false","0.0","0.0","0.0","0.0","0.0","4.0","true","true"
"a55WD00001R5BMjYAN","005al00000RVvFOAA1","false","000000421","true","false","","a5VWD000000GcZW2A0","","","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","500.0","","","","false","true","","Ratios","42328570631370527","4.0","0.0","0.0","false","0.0","0.0","1.0","0.0","0.0","4.0","false","false"
"a55WD00001R5BMkYAN","005al00000RVcKvAAL","false","000000422","true","false","","a5VWD000000GcZE2A0","","","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","500.0","","","","false","false","","Cash Income Statement","42335601229243371","4.0","0.0","0.0","false","0.0","0.0","0.0","0.0","0.0","4.0","false","false"
"a55WD00001R5BMlYAN","005al00000RVcKvAAL","false","000000423","true","false","","a5VWD000000GcZS2A0","","","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","100.0","","","","false","false","","Statement of Net Position","42341977042451194","4.0","0.0","0.0","false","0.0","0.0","0.0","0.0","0.0","4.0","false","false"
"a55WD00001R5BMmYAN","005al00000RVcKvAAL","false","000000424","true","false","","a5VWD000000GcZE2A0","","","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","800.0","","","","false","false","","Net Worth Recon","42357402464826646","4.0","0.0","0.0","false","0.0","0.0","0.0","0.0","0.0","4.0","false","false"
"a55WD00001R5BMnYAN","005al00000RVvFOAA1","false","000000425","true","false","","a5VWD000000GcZW2A0","","","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","300.0","","","","false","false","","Traditional Cash Flow","42362951622350445","4.0","0.0","0.0","false","0.0","0.0","0.0","1.0","0.0","4.0","false","false"
"a55WD00001ejwbmYAA","005al00000RVvFOAA1","false","000000614","true","false","","a5VWD000000HvTL2A0","","","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","700.0","","","","false","false","","Traditional Cash Flow","42367618931597574","4.0","0.0","0.0","false","0.0","0.0","0.0","1.0","0.0","4.0","false","false"
"a55WD00001ejwbsYAA","005al00000RVvFOAA1","false","000000620","true","false","","a5VWD000000HvTM2A0","","","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","100.0","","","","false","false","","Personal Financial Statement","42370525995962617","4.0","0.0","0.0","false","0.0","1.0","0.0","0.0","0.0","4.0","false","false"
"a55WD00001R5BMoYAN","005al00000RVcKvAAL","false","000000426","true","false","","a5VWD000000GcZO2A0","","","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","","","","","false","false","","Ratios","42377769028922233","4.0","0.0","0.0","false","0.0","0.0","1.0","0.0","0.0","4.0","false","false"
"a55WD00001R5BMpYAN","005al00000RVvFOAA1","false","000000427","true","false","","a5VWD000000GcZW2A0","","a51WD00000i45pIYAQ","","true","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","200.0","","","","false","false","","Income Statement","42378202816688880","4.0","0.0","0.0","false","1.0","0.0","0.0","0.0","0.0","4.0","true","true"
"a55WD00001R5BMqYAN","005al00000RVcKvAAL","false","000000428","true","false","","a5VWD000000GcZS2A0","","","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","400.0","","","","false","false","","Summary Direct CF","42379038935935941","4.0","0.0","0.0","false","0.0","0.0","0.0","0.0","0.0","4.0","false","false"
"a55WD00001R5BMrYAN","005al00000RVcKvAAL","false","000000429","true","false","","a5VWD000000GcZE2A0","","","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","700.0","","","","false","false","","Ratios","42379848726977555","4.0","0.0","0.0","false","0.0","0.0","1.0","0.0","0.0","4.0","false","false"
"a55WD00001ejwbXYAQ","005al00000RVvFOAA1","false","000000599","true","false","","a5VWD000000HvTJ2A0","","a51WD00000i3weBYAQ","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","200.0","","","","false","false","","Balance Sheet","42401502459199549","4.0","1.0","0.0","false","0.0","0.0","0.0","0.0","0.0","4.0","true","true"
"a55WD00001ejwbpYAA","005al00000RVvFOAA1","false","000000617","true","false","","a5VWD000000HvTL2A0","","","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","200.0","","","","false","false","","Schedule K","42416359582325911","4.0","0.0","0.0","false","0.0","0.0","0.0","0.0","0.0","4.0","false","false"
"a55WD00001R5BMsYAN","005al00000RVvFOAA1","false","000000430","true","false","","a5VWD000000GcZQ2A0","","a51WD00000i45qoYAA","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","100.0","","","","false","false","","Balance Sheet","42420661304442530","4.0","1.0","0.0","false","0.0","0.0","0.0","0.0","0.0","4.0","true","true"
"a55WD00001R5BMtYAN","005al00000RVvFOAA1","false","000000431","true","false","","a5VWD000000GcZQ2A0","","","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","500.0","","","","false","true","","Ratios","42430568448475753","4.0","0.0","0.0","false","0.0","0.0","1.0","0.0","0.0","4.0","false","false"
"a55WD00001R5BMuYAN","005al00000RVcKvAAL","false","000000432","true","false","","a5VWD000000GcZI2A0","","","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","200.0","","","","false","false","","Income Statement","42445486865470164","4.0","0.0","0.0","false","1.0","0.0","0.0","0.0","0.0","4.0","true","true"
"a55WD00001ejwc7YAA","005al00000RVvFOAA1","false","000000635","true","false","","a5VWD000000HvTO2A0","","a51WD00000i45lBYAQ","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","100.0","","","","false","false","","Balance Sheet","42447909351347496","4.0","1.0","0.0","false","0.0","0.0","0.0","0.0","0.0","4.0","true","true"
"a55WD00001R5BMvYAN","005al00000RVcKvAAL","false","000000433","true","false","","a5VWD000000GcZN2A0","","","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","900.0","","","","false","false","","Traditional Cash Flow","42448601199965309","4.0","0.0","0.0","false","0.0","0.0","0.0","1.0","0.0","4.0","false","false"
"a55WD00001R5BMwYAN","005al00000RVcKvAAL","false","000000434","true","false","","a5VWD000000GcZX2A0","","","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","600.0","","","","false","false","","Ratios","42453329882264572","4.0","0.0","0.0","false","0.0","0.0","1.0","0.0","0.0","4.0","false","false"
"a55WD00001R5BMxYAN","005al00000RVvFOAA1","false","000000435","true","false","","a5VWD000000GcZZ2A0","","","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","2.0","","","","true","false","","Rent Roll","42457255818796755","4.0","0.0","0.0","false","0.0","0.0","0.0","0.0","0.0","4.0","false","false"
"a55WD00001R5BMyYAN","005al00000RVvFOAA1","false","000000436","true","false","","a5VWD000000GcZU2A0","","","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","400.0","","","","false","false","","Traditional Cash Flow","42464195411155169","4.0","0.0","0.0","false","0.0","0.0","0.0","1.0","0.0","4.0","false","false"
"a55WD00001ejwcGYAQ","005al00000RVvFOAA1","false","000000644","true","false","","a5VWD000000HvTQ2A0","","","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","500.0","","","","false","false","","Book Income Statement","42469600463719925","4.0","0.0","0.0","false","0.0","0.0","0.0","0.0","0.0","4.0","false","false"
"a55WD00001ejwc4YAA","005al00000RVvFOAA1","false","000000632","true","false","","a5VWD000000HvTO2A0","","","","false","false","false","","Sole Proprietorship","true","keyboard","0.0","false","true","250.0","","","","false","false","","Reconciliation","42475544347216780","4.0","0.0","0.0","false","0.0","0.0","0.0","0.0","0.0","4.0","false","false"
