"Id","IsDeleted","Name","LLC_BI__Budget__c","LLC_BI__Amount_Budgeted__c","LLC_BI__Category__c","LLC_BI__Description__c","LLC_BI__Notes__c","LLC_BI__Order__c","LLC_BI__Pending_Amount__c","LLC_BI__Percent_Budgeted__c","LLC_BI__Template_Percent_of_Budget__c","LLC_BI__Total_Disbursed_Amount__c","LLC_BI__lookupKey__c","LLC_BI__Percent_Disbursed__c","LLC_BI__Percent_Remaining_Disbursement__c","LLC_BI__Percent_of_Budget__c","LLC_BI__Remaining_Disbursement__c"
"a1UWD000001ivww2AA","false","CLA-BD-0001047","","","","","","","","","","","","","","","","","","","","","","",""
"a1UWD000001ivwz2AA","false","CLA-BD-0001050","","","","","","","","","","","","","","","","","","","","","","",""
"a1UWD000001ivx02AA","false","CLA-BD-0001051","","","","","","","","","","","","","","","","","","","","","","",""
"a1UWD000001ivx22AA","false","CLA-BD-0001053","","","","","","","","","","","","","","","","","","","","","","",""
"a1UWD000001ivx32AA","false","CLA-BD-0001054","","","","","","","","","","","","","","","","","","","","","","",""
"a1UWD000001ivx52AA","false","CLA-BD-0001056","","","","","","","","","","","","","","","","","","","","","","",""
"a1UWD000001ivx62AA","false","CLA-BD-0001057","","","","","","","","","","","","","","","","","","","","","","",""
"a1UWD000001ivx72AA","false","CLA-BD-0001058","","","","","","","","","","","","","","","","","","","","","","",""
"a1UWD000001ivxB2AQ","false","CLA-BD-0001062","","","","","","","","","","","","","","","","","","","","","","",""
"a1UWD000001ivxF2AQ","false","CLA-BD-0001066","","","","","","","","","","","","","","","","","","","","","","",""
"a1UWD000001ivxH2AQ","false","CLA-BD-0001068","","","","","","","","","","","","","","","","","","","","","","",""
"a1UWD000001ivxK2AQ","false","CLA-BD-0001071","","","","","","","","","","","","","","","","","","","","","","",""
"a1UWD000001ivxL2AQ","false","CLA-BD-0001072","","","","","","","","","","","","","","","","","","","","","","",""
"a1UWD000001ivxN2AQ","false","CLA-BD-0001074","","","","","","","","","","","","","","","","","","","","","","",""
"a1UWD000001ivxR2AQ","false","CLA-BD-0001078","","","","","","","","","","","","","","","","","","","","","","",""
"a1UWD000001ivxV2AQ","false","CLA-BD-0001082","","","","","","","","","","","","","","","","","","","","","","",""
"a1UWD000001ivxX2AQ","false","CLA-BD-0001084","","","","","","","","","","","","","","","","","","","","","","",""
"a1UWD000001ivxd2AA","false","CLA-BD-0001090","","","","","","","","","","","","","","","","","","","","","","",""
"a1UWD000001ivxe2AA","false","CLA-BD-0001091","","","","","","","","","","","","","","","","","","","","","","",""
"a1UWD000001ivxf2AA","false","CLA-BD-0001092","","","","","","","","","","","","","","","","","","","","","","",""
"a1UWD000001ivxg2AA","false","CLA-BD-0001093","","","","","","","","","","","","","","","","","","","","","","",""
"a1UWD000001ivxh2AA","false","CLA-BD-0001094","","","","","","","","","","","","","","","","","","","","","","",""
"a1UWD000001ivxi2AA","false","CLA-BD-0001095","","","","","","","","","","","","","","","","","","","","","","",""
"a1UWD000001ivxj2AA","false","CLA-BD-0001096","","","","","","","","","","","","","","","","","","","","","","",""
"a1UWD000001ivxk2AA","false","CLA-BD-0001097","","","","","","","","","","","","","","","","","","","","","","",""
"a1UWD000001ivxl2AA","false","CLA-BD-0001098","","","","","","","","","","","","","","","","","","","","","","",""
"a1UWD000001ivxm2AA","false","CLA-BD-0001099","","","","","","","","","","","","","","","","","","","","","","",""
"a1UWD000001ivxn2AA","false","CLA-BD-0001100","","","","","","","","","","","","","","","","","","","","","","",""
"a1UWD000001ivxo2AA","false","CLA-BD-0001101","","","","","","","","","","","","","","","","","","","","","","",""
"a1UWD000001ivxp2AA","false","CLA-BD-0001102","","","","","","","","","","","","","","","","","","","","","","",""
"a1UWD000001ivxq2AA","false","CLA-BD-0001103","","","","","","","","","","","","","","","","","","","","","","",""
"a1UWD000001ivxr2AA","false","CLA-BD-0001104","","","","","","","","","","","","","","","","","","","","","","",""
"a1UWD000001ivxs2AA","false","CLA-BD-0001105","","","","","","","","","","","","","","","","","","","","","","",""
"a1UWD000001ivxt2AA","false","CLA-BD-0001106","","","","","","","","","","","","","","","","","","","","","","",""
"a1UWD000001ivxu2AA","false","CLA-BD-0001107","","","","","","","","","","","","","","","","","","","","","","",""
"a1UWD000001ivxv2AA","false","CLA-BD-0001108","","","","","","","","","","","","","","","","","","","","","","",""
"a1UWD000001ivxw2AA","false","CLA-BD-0001109","","","","","","","","","","","","","","","","","","","","","","",""
"a1UWD000001ivxx2AA","false","CLA-BD-0001110","","","","","","","","","","","","","","","","","","","","","","",""
"a1UWD000001ivxy2AA","false","CLA-BD-0001111","","","","","","","","","","","","","","","","","","","","","","",""
"a1UWD000001ivxz2AA","false","CLA-BD-0001112","","","","","","","","","","","","","","","","","","","","","","",""
"a1UWD000001ivy02AA","false","CLA-BD-0001113","","","","","","","","","","","","","","","","","","","","","","",""
"a1UWD000001ivy12AA","false","CLA-BD-0001114","","","","","","","","","","","","","","","","","","","","","","",""
"a1UWD000001ivy22AA","false","CLA-BD-0001115","","","","","","","","","","","","","","","","","","","","","","",""
"a1UWD000001ivy32AA","false","CLA-BD-0001116","","","","","","","","","","","","","","","","","","","","","","",""
