"Id","OwnerId","IsDeleted","Name","LLC_BI__Branch_Id__c","LLC_BI__City__c","LLC_BI__County__c","LLC_BI__Enabled_Experiences__c","LLC_BI__Institution__c","LLC_BI__Location__Latitude__s","LLC_BI__Location__Longitude__s","LLC_BI__Location__c","LLC_BI__Mortgage_License_State__c","LLC_BI__Mortgage_License__c","LLC_BI__NMLS__c","LLC_BI__State__c","LLC_BI__Street__c","LLC_BI__Zip_Code__c","LLC_BI__lookupKey__c","AutorabitExtId__c"
"a1TWD000001uisk2AA","005al00000RVcKvAAL","false","DT-5180-Record01-DoubleQuote","","","","","","","","","","","","IL","","","""813154123""",""
"a1TWD000001uisv2AA","005al00000RVcKvAAL","false","doublequote-DT5180","","","","","","","","","","","","","","","""Test123""",""
"a1TWD000001uisn2AA","005al00000RVcKvAAL","false","DT-5180-Record02-SingleQuote","","","","","","","","","","","","IL","","","'8612354123'",""
"a1TWD000001uisw2AA","005al00000RVcKvAAL","false","Singlequote-DT5180","","Denver","","","","","","","","","","CO","909 N Lafayette St","80218","'Test123'",""
"a1TWD000001uilx2AA","005al00000RVcKvAAL","false","DT-5180-Record01-DoubleQuote","","","","","","","","","","","","IL","","","/""813154123/""",""
"a1TWD000001uit42AA","005al00000RVcKvAAL","false","doublequote-DT5180","","","","","","","","","","","","","","","/""Test123/""",""
"a1TWD000001uj2K2AQ","005al00000RVcKvAAL","false","DT-5180-Record01-DoubleQuote","","","","","","","","","","","","IL","","","//""813154123//""",""
"a1TWD000001uily2AA","005al00000RVcKvAAL","false","doublequote-DT5180","","","","","","","","","","","","","","","//""Test123//""",""
"a1TWD000001uj2L2AQ","005al00000RVcKvAAL","false","DT-5180-Record01-DoubleQuote","","","","","","","","","","","","IL","","","///""813154123///""",""
"a1TWD000001ujBq2AI","005al00000RVcKvAAL","false","doublequote-DT5180","","","","","","","","","","","","","","","///""Test123///""",""
"a1TWD000001uj2O2AQ","005al00000RVcKvAAL","false","DT-5180-Record01-DoubleQuote","","","","","","","","","","","","IL","","","////""813154123////""",""
"a1TWD000001ujBr2AI","005al00000RVcKvAAL","false","doublequote-DT5180","","","","","","","","","","","","","","","////""Test123////""",""
"a1TWD000001ujCr2AI","005al00000RVcKvAAL","false","DT-5180-Record01-DoubleQuote","","","","","","","","","","","","IL","","","/////""813154123/////""",""
"a1TWD000001ujBv2AI","005al00000RVcKvAAL","false","doublequote-DT5180","","","","","","","","","","","","","","","/////""Test123/////""",""
"a1TWD000001ujCx2AI","005al00000RVcKvAAL","false","DT-5180-Record01-DoubleQuote","","","","","","","","","","","","IL","","","//////""813154123//////""",""
"a1TWD000001ujCs2AI","005al00000RVcKvAAL","false","doublequote-DT5180","","","","","","","","","","","","","","","//////""Test123//////""",""
"a1TWD000001ujEN2AY","005al00000RVcKvAAL","false","DT-5180-Record01-DoubleQuote","","","","","","","","","","","","IL","","","///////""813154123///////""",""
"a1TWD000001ujCy2AI","005al00000RVcKvAAL","false","doublequote-DT5180","","","","","","","","","","","","","","","///////""Test123///////""",""
"a1TWD000001ujEO2AY","005al00000RVcKvAAL","false","doublequote-DT5180","","","","","","","","","","","","","","","////////""Test123////////""",""
"a1TWD000001uisl2AA","005al00000RVcKvAAL","false","DT-5180-Record04-ForwardSlash","","","","","","","","","","","","","","","/123765123/",""
"a1TWD000001uisu2AA","005al00000RVcKvAAL","false","Forwarequote-DT5180","","","","","","","","","","","","","","","/Test123/",""
"a1TWD000001uime2AA","005al00000RVcKvAAL","false","Wilmington","","","","","","","","","","","","","","","1.23122E+13",""
"a1TWD000001uiqu2AA","005al00000RVcKvAAL","false","Wilmington","","","","","","","","","","","","","","","1.23E+13",""
"a1TWD000001uimB2AQ","005al00000RVcKvAAL","false","Wilmington","","","","","","","","","","","","","","","12312231987262",""
"a1TWD000001uinU2AQ","005al00000RVcKvAAL","false","testbranch","","","","","","","","","","","","","","","1234567",""
"a1TWD000001uipx2AA","005al00000RVcKvAAL","false","Naples","","","","","","","","","","","","","","","4.20065E+16",""
"a1TWD000001uiqd2AA","005al00000RVcKvAAL","false","Wilmington","","","","","","","","","","","","","","","4.20087E+16",""
"a1TWD000001uiqZ2AQ","005al00000RVcKvAAL","false","Ap","","ap01","","","","","","","","","","","","","4.20316E+16",""
"a1TWD000001uiqB2AQ","005al00000RVcKvAAL","false","London City","00-00-00","London","","","","","","","","","","","","","4.20327E+16",""
"a1TWD000001uiql2AA","005al00000RVcKvAAL","false","Lyon","1","","","","","","","","","","","","","","4.2035E+16",""
"a1TWD000001uimt2AA","005al00000RVcKvAAL","false","Naples","","","","","","","","","","","","","","","4.20415E+16",""
"a1TWD000001uiqG2AQ","005al00000RVcKvAAL","false","Paris","2","Paris","","","","","","","","","","","","","4.20419E+16",""
"a1TWD000001uimn2AA","005al00000RVcKvAAL","false","Madrid","","","","","","","","","","","","","","","4.20603E+16",""
"a1TWD000001uipQ2AQ","005al00000RVcKvAAL","false","AR-Branch-Test","","","","","","","","","","","","","","","4.20619E+16",""
"a1TWD000001uiqO2AQ","005al00000RVcKvAAL","false","Naples","","Naples","","","","","","","","","","","","","4.2065E+16",""
"a1TWD000001uiqL2AQ","005al00000RVcKvAAL","false","Valencia","","Valencia","","","","","","","","","","","","","4.20661E+16",""
"a1TWD000001uip72AA","005al00000RVcKvAAL","false","Mumbai","502","Mumbai","","","","","","","","","","MT","Andheri East","","4.20672E+16",""
"a1TWD000001uipF2AQ","005al00000RVcKvAAL","false","Mayfaire","13647","Wilmington","","","","","","","","","","","","","4.20715E+16",""
"a1TWD000001uimH2AQ","005al00000RVcKvAAL","false","Naples","","","","","","","","","","","","","","","4.20E+16",""
"a1TWD000001uiqS2AQ","005al00000RVcKvAAL","false","SriBranchesTest1","","","","","","","","","","","","","","","4.21013E+16",""
"a1TWD000001uipU2AQ","005al00000RVcKvAAL","false","Bristol","00-00-02","","","","","","","","","","","","","","4.21072E+16",""
"a1TWD000001uiml2AA","005al00000RVcKvAAL","false","Toulouse","4","","","","","","","","","","","","","","4.21137E+16",""
"a1TWD000001uip82AA","005al00000RVcKvAAL","false","Hyd Qa","test-001","test01","","","","","","","","","","","","","4.21173E+16",""
"a1TWD000001uips2AA","005al00000RVcKvAAL","false","Barcelona","","","","","","","","","","","","","","","4.21218E+16",""
"a1TWD000001uipc2AA","005al00000RVcKvAAL","false","shiva001","","","","","","","","","","","","","","","4.2133E+16",""
"a1TWD000001uiqb2AA","005al00000RVcKvAAL","false","Bangalore-01","","Uppal","","","","","","","","","","","","","4.21354E+16",""
"a1TWD000001uipT2AQ","005al00000RVcKvAAL","false","Manchester","00-00-01","","","","","","","","","","","","","","4.21562E+16",""
"a1TWD000001uir02AA","005al00000RVcKvAAL","false","sreekanth","","","","","","","","","","","","","","","4.21578E+16",""
"a1TWD000001uimv2AA","005al00000RVcKvAAL","false","Berlin","","","","","","","","","","","","","","","4.2161E+16",""
"a1TWD000001uim92AA","005al00000RVcKvAAL","false","Mumbai","502","Mumbai","","","","","","","","","","","","","4.21749E+16",""
"a1TWD000001uiqh2AA","005al00000RVcKvAAL","false","Liverpool","00-00-03","","","","","","","","","","","","","","4.21791E+16",""
"a1TWD000001uiqE2AQ","005al00000RVcKvAAL","false","Seville","","Seville","","","","","","","","","","","","","4.21796E+16",""
"a1TWD000001uiq82AA","005al00000RVcKvAAL","false","Shiva","","","","","","","","","","","","","","","4.21834E+16",""
"a1TWD000001uimj2AA","005al00000RVcKvAAL","false","Paris","2","","","","","","","","","","","","","","4.21874E+16",""
"a1TWD000001uipf2AA","005al00000RVcKvAAL","false","DryRunBranchUpdate","123","Hyderabad","","","","","","","","","","","","","4.21903E+16",""
"a1TWD000001uims2AA","005al00000RVcKvAAL","false","Milan","","","","","","","","","","","","","","","4.21937E+16",""
"a1TWD000001uipy2AA","005al00000RVcKvAAL","false","Turin","","","","","","","","","","","","","","","4.21938E+16",""
"a1TWD000001uimE2AQ","005al00000RVcKvAAL","false","Toulouse","4","","","","","","","","","","","","","","4.21E+16",""
"a1TWD000001uiqj2AA","005al00000RVcKvAAL","false","Marseille","3","","","","","","","","","","","","","","4.22047E+16",""
"a1TWD000001uiqD2AQ","005al00000RVcKvAAL","false","Bristol","00-00-02","Bristol","","","","","","","","","","","","","4.22242E+16",""
"a1TWD000001uimk2AA","005al00000RVcKvAAL","false","Marseille","3","","","","","","","","","","","","","","4.22324E+16",""
"a1TWD000001uiqW2AQ","005al00000RVcKvAAL","false","QA - Branch 002","52","Bangalore","","","","","","","","","","","","","4.2232E+16",""
"a1TWD000001uimi2AA","005al00000RVcKvAAL","false","Liverpool","00-00-03","","","","","","","","","","","","","","4.22343E+16",""
"a1TWD000001uipd2AA","005al00000RVcKvAAL","false","Bangalore-01-Update","500","Bangalore","","","","","","","","","","","","","4.22373E+16",""
"a1TWD000001uipM2AQ","005al00000RVcKvAAL","false","testbranch","","","","","","","","","","","","","","","4.22589E+16",""
"a1TWD000001uiqs2AA","005al00000RVcKvAAL","false","Khmm","KHMM","","","","","","","","","","","","","","4.22659E+16",""
"a1TWD000001uiqQ2AQ","005al00000RVcKvAAL","false","Berlin","","Berlin","","","","","","","","","","","","","4.22673E+16",""
"a1TWD000001uim82AA","005al00000RVcKvAAL","false","Wilmington","","Wilmington","","","","","","","","","","","","","4.22704E+16",""
"a1TWD000001uipk2AA","005al00000RVcKvAAL","false","Manchester","00-00-01","","","","","","","","","","","","","","4.22748E+16",""
"a1TWD000001uimd2AA","005al00000RVcKvAAL","false","AR-Branch-Test","","","","","","","","","","","","","","","4.22773E+16",""
"a1TWD000001uipn2AA","005al00000RVcKvAAL","false","Paris","2","","","","","","","","","","","","","","4.22794E+16",""
"a1TWD000001uiqI2AQ","005al00000RVcKvAAL","false","Toulouse01","4","Toulouse","","","","","","","","","","","","","4.22823E+16",""
"a1TWD000001uimx2AA","005al00000RVcKvAAL","false","Munich","","","","","","","","","","","","","","","4.22874E+16",""
"a1TWD000001uipW2AQ","005al00000RVcKvAAL","false","Paris","2","","","","","","","","","","","","","","4.22937E+16",""
"a1TWD000001uiqy2AA","005al00000RVcKvAAL","false","Liverpool","00-00-03","","","","","","","","","","","","","","4.22E+16",""
"a1TWD000001uimq2AA","005al00000RVcKvAAL","false","Seville","","","","","","","","","","","","","","","4.23041E+16",""
"a1TWD000001uipq2AA","005al00000RVcKvAAL","false","Lyon","1","","","","","","","","","","","","","","4.23202E+16",""
"a1TWD000001uip92AA","005al00000RVcKvAAL","false","UK","Test-02","","","","","","","","","","","","","","4.23223E+16",""
"a1TWD000001uiqR2AQ","005al00000RVcKvAAL","false","QA - Branch 004","54","myCityTest","","","","","","","","","","","","","4.23276E+16",""
"a1TWD000001uiqc2AA","005al00000RVcKvAAL","false","AR-Branch-Test","","","","","","","","","","","","","","","4.2333E+16",""
"a1TWD000001uiqY2AQ","005al00000RVcKvAAL","false","Hyd","","Hbd","","","","","","","","","","","","","4.23443E+16",""
"a1TWD000001uiqP2AQ","005al00000RVcKvAAL","false","Turin","","Turin","","","","","","","","","","","","","4.23469E+16",""
"a1TWD000001uiqg2AA","005al00000RVcKvAAL","false","Bristol","00-00-02","","","","","","","","","","","","","","4.23503E+16",""
"a1TWD000001uipw2AA","005al00000RVcKvAAL","false","Milan","","","","","","","","","","","","","","","4.23554E+16",""
"a1TWD000001uipO2AQ","005al00000RVcKvAAL","false","nCino HQ","","","","","","","","","","","","","","","4.23584E+16",""
"a1TWD000001uipI2AQ","005al00000RVcKvAAL","false","Wilmington - Main","234456","Dallas","","","","","","","","","","","","","4.23606E+16",""
"a1TWD000001uir12AA","005al00000RVcKvAAL","false","Shiva","","","","","","","","","","","","","","","4.23611E+16",""
"a1TWD000001uipH2AQ","005al00000RVcKvAAL","false","Elon","123456","Salt Lake City","","","","","","","","","","","","","4.23684E+16",""
"a1TWD000001uiq12AA","005al00000RVcKvAAL","false","Munich","","","","","","","","","","","","","","","4.23826E+16",""
"a1TWD000001uipu2AA","005al00000RVcKvAAL","false","Seville","","","","","","","","","","","","","","","4.23895E+16",""
