"Id","IsDeleted","LLC_BI__Allow_Record_Filtering__c","LLC_BI__Balance_Total__c","LLC_BI__Borrower_Type__c","LLC_BI__Bundle__c","LLC_BI__Calc_Common_Sizing_Record__c","LLC_BI__Calc_Common_Sizing_Total_Group__c","LLC_BI__Description__c","LLC_BI__Display_Common_Sizing__c","LLC_BI__Display_Projection_Drivers__c","LLC_BI__Display_Trend__c","LLC_BI__End_Date_Quarter__c","LLC_BI__End_Date__c","LLC_BI__Entity_Type__c","LLC_BI__Group_Columns__c","LLC_BI__Interaction__c","LLC_BI__Is_Balance_Sheet__c","LLC_BI__Is_Budget__c","LLC_BI__Is_Cash_Flow_Statement__c","LLC_BI__Is_Global_Analysis__c","LLC_BI__Is_Income_Statement__c","LLC_BI__Is_Multi_Currency__c","LLC_BI__Is_Personal_Financial_Statement__c","LLC_BI__Is_Ratios__c","LLC_BI__Is_Template__c","LLC_BI__Is_Traditional_Cash_Flow__c","LLC_BI__Is_UCA_Cash_Flow__c","LLC_BI__Sort_Order__c","LLC_BI__Source_Statement__c","LLC_BI__Spread_Statement_Total_Group__c","LLC_BI__Start_Date_Quarter__c","LLC_BI__Start_Date__c","LLC_BI__Static_Periods__c","LLC_BI__Supports_Common_Sizing__c","LLC_BI__Supports_Trend__c","LLC_BI__Total_Hide_Currency_Symbol__c","LLC_BI__Total_Row_Name__c","LLC_BI__Type__c","LLC_BI__lookupKey__c","Name","OwnerId"
"a19DV000002V1nWYAS","false","true","false","","a1GDV000008GH702AG","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","190.0","","","4.0","","false","false","false","false","","Schedule F","42002710459254279","000039120","0058c00000BxeO9AAJ"
"a19DV000002qH27YAE","false","true","false","","a1GDV000008GH8H2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","1.0","true","0.0","0.0","600.0","","","4.0","","false","false","false","false","","Ratios","42018667942209761","000039258","0058c00000Dk4fdAAB"
"a19DV000002qH1oYAE","false","true","false","","a1GDV000008GH8E2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","1.0","true","0.0","0.0","700.0","","","4.0","","false","false","false","false","","Ratios","42019498493479344","000039239","0058c00000Dk4fdAAB"
"a19DV000002V1oeYAC","false","true","false","","a1GDV000008GH7G2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","200.0","","","4.0","","false","false","false","false","","Rent Roll","42025676028691938","000039190","0058c00000BxeO9AAJ"
"a19DV000002V1oAYAS","false","true","false","","a1GDV000008GH7A2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","1.0","true","0.0","0.0","600.0","","","4.0","","false","false","false","false","","Ratios","42031914997206446","000039160","0058c00000Dk4fdAAB"
"a19DV000002V1ovYAC","false","true","false","","a1GDV000008GH7I2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","1.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","100.0","a19DV000002V1olYAC","","4.0","","false","true","true","false","","Balance Sheet","42046678884076826","000039207","0058c00000BxeO9AAJ"
"a19DV000002V1nNYAS","false","true","false","","a1GDV000008GH712AG","","a16DV000006IRjhYAG","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","1.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","100.0","","","4.0","","false","true","true","false","","Balance Sheet","42047676989953532","000039111","0058c00000BxeO9AAJ"
"a19DV000002qH2RYAU","false","true","false","","a1GDV000008GH8L2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","600.0","","","4.0","","false","false","false","false","","8825","42050878360955889","000039278","0058c00000Dk4fdAAB"
"a19DV000002V1ndYAC","false","true","false","","a1GDV000008GH762AG","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","1.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","100.0","","","4.0","","false","true","true","false","","Balance Sheet","42052791596502601","000039127","0058c00000BxeO9AAJ"
"a19DV000002V1p7YAC","false","true","false","","a1GDV000008GH7L2AW","","","","true","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","100.0","","","4.0","","false","false","false","false","","NOI Statement","42059548650820581","000039219","0058c00000BxeO9AAJ"
"a19DV000002V1nwYAC","false","true","false","","a1GDV000008GH792AG","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","1.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","100.0","","","4.0","","false","true","true","false","","Balance Sheet","42069298244379020","000039146","0058c00000BxeO9AAJ"
"a19DV000002qH1uYAE","false","true","false","","a1GDV000008GH8G2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","1.0","true","0.0","0.0","900.0","","","4.0","","false","false","false","false","","Ratios","42069696641989829","000039245","0058c00000Dk4fdAAB"
"a19DV000002qH1kYAE","false","true","false","","a1GDV000008GH8I2AW","","a16DV000006R4NgYAK","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","1.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","100.0","","","4.0","","false","true","true","false","","Balance Sheet","42076416401899685","000039235","0058c00000Dk4fdAAB"
"a19DV000002V1npYAC","false","true","false","","a1GDV000008GH772AG","","a16DV000006IRoZYAW","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","1.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","100.0","","","4.0","","false","true","true","false","","Balance Sheet","42085191673775063","000039139","0058c00000BxeO9AAJ"
"a19DV000002V1onYAC","false","true","false","","a1GDV000008GH7H2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","50.0","","","4.0","","false","false","false","false","","Input Income Statement","42098487848611882","000039199","0058c00000BxeO9AAJ"
"a19DV000002V1nnYAC","false","true","false","","a1GDV000008GH772AG","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","350.0","","","4.0","","false","false","false","false","","Summary Indirect CF","42100218321680494","000039137","0058c00000BxeO9AAJ"
"a19DV000002qH2NYAU","false","true","false","","a1GDV000008GH8L2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","800.0","","","4.0","","false","false","false","false","","Summary Direct CF","42103913745787910","000039274","0058c00000Dk4fdAAB"
"a19DV000002V1njYAC","false","true","false","","a1GDV000008GH772AG","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","400.0","","","4.0","","false","false","false","false","","Summary Direct CF","42104280661732513","000039133","0058c00000BxeO9AAJ"
"a19DV000002qH25YAE","false","true","false","","a1GDV000008GH8H2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","400.0","","","4.0","","false","false","false","false","","Schedule E","42110713410118741","000039256","0058c00000Dk4fdAAB"
"a19DV000002qH1vYAE","false","true","false","","a1GDV000008GH8G2AW","","a16DV000006R4P3YAK","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","1.0","false","0.0","0.0","true","0.0","0.0","100.0","","","4.0","","false","true","true","false","","Income Statement","42119330121408107","000039246","0058c00000Dk4fdAAB"
"a19DV000002qH2BYAU","false","true","false","","a1GDV000008GH8J2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","1.0","0.0","300.0","","","4.0","","false","false","false","false","","Traditional Cash Flow","42120881615033539","000039262","0058c00000Dk4fdAAB"
"a19DV000002V1nVYAS","false","true","false","","a1GDV000008GH702AG","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","185.0","","","4.0","","false","false","false","false","","Schedule E","42124481389886277","000039119","0058c00000BxeO9AAJ"
"a19DV000002V1p0YAC","false","true","false","","a1GDV000008GH7J2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","200.0","","","4.0","","false","false","false","false","","Statement of Activities","42125745919460116","000039212","0058c00000BxeO9AAJ"
"a19DV000002V1p6YAC","false","true","false","","a1GDV000008GH7K2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","100.0","","","4.0","","false","false","false","false","","NOI Statement","42130825268197847","000039218","0058c00000BxeO9AAJ"
"a19DV000002V1oqYAC","false","true","false","","a1GDV000008GH7I2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","1.0","true","0.0","0.0","500.0","a19DV000002V1ogYAC","","4.0","","false","false","false","true","","Ratios","42131351578609301","000039202","0058c00000BxeO9AAJ"
"a19DV000002qH2LYAU","false","true","false","","a1GDV000008GH8L2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","1.0","true","0.0","0.0","900.0","","","4.0","","false","false","false","false","","Ratios","42137658417223178","000039272","0058c00000Dk4fdAAB"
"a19DV000002V1ogYAC","false","true","false","","a1GDV000008GH7H2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","1.0","true","0.0","0.0","500.0","","","4.0","","false","false","false","true","","Ratios","42138429845479368","000039192","0058c00000BxeO9AAJ"
"a19DV000002V1nUYAS","false","true","false","","a1GDV000008GH702AG","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","180.0","","","4.0","","false","false","false","false","","Schedule C","42138817372032784","000039118","0058c00000BxeO9AAJ"
"a19DV000002qH1jYAE","false","true","false","","a1GDV000008GH8E2AW","","a16DV000006R4NOYA0","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","600.0","","","4.0","","false","false","false","false","","Accrual Income Statement","42139534116194634","000039234","0058c00000Dk4fdAAB"
"a19DV000002V1oHYAS","false","true","false","","a1GDV000008GH7C2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","400.0","","","4.0","","false","false","false","false","","Summary Direct CF","42148986073066108","000039167","0058c00000Dk4fdAAB"
"a19DV000002V1ngYAC","false","true","false","","a1GDV000008GH762AG","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","1.0","0.0","400.0","","","4.0","","false","false","false","false","","Traditional Cash Flow","42157613466919206","000039130","0058c00000BxeO9AAJ"
"a19DV000002qH2DYAU","false","true","false","","a1GDV000008GH8J2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","1.0","true","0.0","0.0","500.0","","","4.0","","false","false","false","true","","Ratios","42162326001877329","000039264","0058c00000Dk4fdAAB"
"a19DV000002V1oDYAS","false","true","false","","a1GDV000008GH7B2AW","","a16DV000006R4UtYAK","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","1.0","false","0.0","0.0","true","0.0","0.0","200.0","","","4.0","","false","true","true","false","","Income Statement","42162784209158118","000039163","0058c00000Dk4fdAAB"
"a19DV000002V1omYAC","false","true","false","","a1GDV000008GH7H2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","25.0","","","4.0","","false","false","false","false","","Input Balance Sheet","42163954178570117","000039198","0058c00000BxeO9AAJ"
"a19DV000002V1orYAC","false","true","false","","a1GDV000008GH7I2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","250.0","a19DV000002V1ohYAC","","4.0","","false","false","false","false","","Reconciliation","42186344785308433","000039203","0058c00000BxeO9AAJ"
"a19DV000002V1pIYAS","false","true","false","","a1GDV000008GH7N2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","535.0","","","4.0","","false","false","false","false","","Schedule F","42193104394535437","000039230","0058c00000BxeO9AAJ"
"a19DV000002V1nyYAC","false","true","false","","a1GDV000008GH792AG","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","1.0","500.0","","","4.0","","false","false","false","false","","UCA Cash Flow","42201904600905971","000039148","0058c00000BxeO9AAJ"
"a19DV000002qH1sYAE","false","true","false","","a1GDV000008GH8F2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","1.0","true","0.0","0.0","","","","4.0","","false","false","false","false","","Ratios","42203577126729957","000039243","0058c00000Dk4fdAAB"
"a19DV000002V1nqYAC","false","true","false","","a1GDV000008GH782AG","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","1.0","0.0","true","0.0","0.0","150.0","","","4.0","","false","false","false","false","","Personal Financial Statement","42210033182422408","000039140","0058c00000BxeO9AAJ"
"a19DV000002V1owYAC","false","true","false","","a1GDV000008GH7I2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","25.0","a19DV000002V1omYAC","","4.0","","false","false","false","false","","Input Balance Sheet","42216427379999457","000039208","0058c00000BxeO9AAJ"
"a19DV000002V1p9YAC","false","true","false","","a1GDV000008GH7M2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","100.0","","","4.0","","false","false","false","false","","NOI Statement","42216735442313223","000039221","0058c00000BxeO9AAJ"
"a19DV000002V1osYAC","false","true","false","","a1GDV000008GH7I2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","1.0","0.0","900.0","a19DV000002V1oiYAC","","4.0","","false","false","false","false","","Traditional Cash Flow","42223668782120867","000039204","0058c00000BxeO9AAJ"
"a19DV000002V1pAYAS","false","true","false","","a1GDV000008GH7M2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","200.0","","","4.0","","false","false","false","false","","Rent Roll","42240393280093550","000039222","0058c00000BxeO9AAJ"
"a19DV000002qH1xYAE","false","true","false","","a1GDV000008GH8G2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","800.0","","","4.0","","false","false","false","false","","Summary Direct CF","42265591039683888","000039248","0058c00000Dk4fdAAB"
"a19DV000002V1ocYAC","false","true","false","","a1GDV000008GH7F2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","300.0","","","4.0","","false","false","false","false","","Net Worth Recon","42266747108174582","000039188","0058c00000BxeO9AAJ"
"a19DV000002V1nsYAC","false","true","false","","a1GDV000008GH782AG","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","1.0","true","0.0","0.0","500.0","","","4.0","","false","false","false","true","","Ratios","42267171773832550","000039142","0058c00000BxeO9AAJ"
"a19DV000002V1oWYAS","false","true","false","","a1GDV000008GH7E2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","","","","4.0","","false","false","false","false","","Personal Cash Flow","42276334069775514","000039182","0058c00000BxeO9AAJ"
"a19DV000002qH1iYAE","false","true","false","","a1GDV000008GH8E2AW","","a16DV000006R4NDYA0","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","500.0","","","4.0","","false","false","false","false","","Cash Income Statement","42278976889260369","000039233","0058c00000Dk4fdAAB"
"a19DV000002qH2GYAU","false","true","false","","a1GDV000008GH8J2AW","","a16DV000006R4RwYAK","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","1.0","false","0.0","0.0","true","0.0","0.0","200.0","","","4.0","","false","true","true","false","","Income Statement","42280329183155675","000039267","0058c00000Dk4fdAAB"
"a19DV000002V1p3YAC","false","true","false","","a1GDV000008GH7J2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","1.0","true","0.0","0.0","600.0","","","4.0","","false","false","false","false","","Ratios","42287142942840335","000039215","0058c00000BxeO9AAJ"
"a19DV000002qH1qYAE","false","true","false","","a1GDV000008GH8F2AW","","a16DV000006R4OXYA0","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","1.0","0.0","true","0.0","0.0","","","","4.0","","false","false","false","false","","Personal Financial Statement","42289960294422445","000039241","0058c00000Dk4fdAAB"
"a19DV000002V1otYAC","false","true","false","","a1GDV000008GH7I2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","350.0","a19DV000002V1ojYAC","","4.0","","false","false","false","false","","Summary Indirect CF","42291813853878546","000039205","0058c00000BxeO9AAJ"
"a19DV000002V1o2YAC","false","true","false","","a1GDV000008GH742AG","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","2.0","","","4.0","","true","false","false","false","","Rent Roll","4229650178365333","000039152","0058c00000Dk4fdAAB"
"a19DV000002V1nmYAC","false","true","false","","a1GDV000008GH772AG","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","1.0","0.0","300.0","","","4.0","","false","false","false","false","","Traditional Cash Flow","42301704389004613","000039136","0058c00000BxeO9AAJ"
"a19DV000002qH29YAE","false","true","false","","a1GDV000008GH8I2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","500.0","","","4.0","","false","false","false","false","","Summary Direct CF","42301907821848757","000039260","0058c00000Dk4fdAAB"
"a19DV000002V1olYAC","false","true","false","","a1GDV000008GH7H2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","1.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","100.0","","","4.0","","false","true","true","false","","Balance Sheet","42306453519165941","000039197","0058c00000BxeO9AAJ"
"a19DV000002V1oIYAS","false","true","false","","a1GDV000008GH7C2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","1.0","true","0.0","0.0","500.0","","","4.0","","false","false","false","true","","Ratios","42328570631370527","000039168","0058c00000Dk4fdAAB"
"a19DV000002V1pCYAS","false","true","false","","a1GDV000008GH7N2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","500.0","","","4.0","","false","false","false","false","","Cash Income Statement","42335601229243371","000039224","0058c00000BxeO9AAJ"
"a19DV000002V1ozYAC","false","true","false","","a1GDV000008GH7J2AW","","","","false","false","false","4.0","","Sole Proprietorship","true","keyboard","0.0","0.0","0.0","false","0.0","false","0.0","0.0","true","0.0","0.0","100.0","","","4.0","","false","false","false","false","","Statement of Net Position","42341977042451194","000039211","0058c00000BxeO9AAJ"
