"Id","IsDeleted","Name","nFORCE__Screen_Section__c","nFORCE__Display_Order__c","nFORCE__Field_Set_Key__c","nFORCE__Filter_Criteria__c","nFORCE__Limit__c","nFORCE__Offset_By_Limit__c","nFORCE__Parent_Configuration__c","nFORCE__Parent_Relationship_Name__c","nFORCE__Section_Header__c","nFORCE__Sort_Criteria__c","nFORCE__Unique__c","nFORCE__lookupKey__c","nFORCE__sObject_Type__c"
"a0vWE00000FF7QLYA1","false","SC-000031434","a0qWE00000U6tVIYAZ","1.01","LLC_BI__Bulk_Pledge_Details","","","false","","","","","false","09867543548897","LLC_BI__Loan_Collateral2__c"
"a0vWD00000B9jIzYAJ","false","SC-000022857","a0qWD00000GSmiXYAT","1.01","Pledge_Collateral_Override","","","false","","","","","false","123471263486124956","LLC_BI__Loan_Collateral2__c"
"a0vWD00000B9jJ0YAJ","false","SC-000022858","a0qWD00000GSmiZYAT","1.01","LLC_BI__Collateral_Search_Results","","","false","","","Search Results","","false","128346834124926912","LLC_BI__Collateral__c"
"a0vWE00000FF7QMYA1","false","SC-000031435","a0qWE00000U6tVNYAZ","1.01","LLC_BI__Bulk_Pledge_Details","","","false","","","","","false","2134121214231243","LLC_BI__Loan_Collateral2__c"
"a0vWE00000FF7QNYA1","false","SC-000031436","a0qWE00000U6tVPYAZ","1.01","LLC_BI__Bulk_Pledge_Details","","","false","","","","","false","21344524214","LLC_BI__Loan_Collateral2__c"
"a0vWD00000B9kcXYAR","false","SC-000024123","a0qWD00000GTACfYAP","1.01","","","","false","","","","","false","2435764","test-object"
"a0vWE00000FF7QOYA1","false","SC-000031437","a0qWE00000U6tVDYAZ","1.01","LLC_BI__Bulk_Pledge_Details","","","false","","","","","false","312412341243","LLC_BI__Loan_Collateral2__c"
"a0vWE00000FF7QPYA1","false","SC-000031438","a0qWE00000U6tVRYAZ","1.01","LLC_BI__Bulk_Pledge_Details","","","false","","","","","false","31421234312412343214","LLC_BI__Loan_Collateral2__c"
"a0vWE00000FF7QQYA1","false","SC-000031439","a0qWE00000U6tVKYAZ","1.01","LLC_BI__Bulk_Pledge_Details","","","false","","","","","false","3215423314124","LLC_BI__Loan_Collateral2__c"
"a0vWE00000FF7QRYA1","false","SC-000031440","a0qWE00000U6tVLYAZ","1.01","LLC_BI__Bulk_Pledge_Details","","","false","","","","","false","324215421421341","LLC_BI__Loan_Collateral2__c"
"a0vWD00000B9jJ1YAJ","false","SC-000022859","a0qWD00000GSmivYAD","1.01","Pledge_Collateral_Override","","","false","","","","","false","345665435346723627545","LLC_BI__Loan_Collateral2__c"
"a0vWD00000B9jJ2YAJ","false","SC-000022860","a0qWD00000GSmiEYAT","1.01","LLC_BI__Collateral_Search_Results","","","false","","","Search Results","","false","34566786551456374667","LLC_BI__Collateral__c"
"a0vWD00000B9jJ3YAJ","false","SC-000022861","a0qWD00000GSmicYAD","1.01","LLC_BI__Collateral_Search_Results","","","false","","","Search Results","","false","34597864358734287569","LLC_BI__Collateral__c"
"a0vWD00000B9jJ4YAJ","false","SC-000022862","a0qWD00000GSmioYAD","1.01","Pledge_Collateral_Override","","","false","","","","","false","366562457038518356","LLC_BI__Loan_Collateral2__c"
"a0vWD00000B9jJ5YAJ","false","SC-000022863","a0qWD00000GSmi7YAD","1.01","Pledge_Collateral_Override","","","false","","","","","false","42001121331500796","LLC_BI__Loan_Collateral2__c"
"a0vWD00000B9jJ6YAJ","false","SC-000022864","a0qWD00000GSmiQYAT","1.01","UCC_Collateral_Valuation","","0.0","false","","","Collateral Valuation","","false","42001690159558524","LLC_BI__Collateral__c"
"a0vWD00000B9jJ7YAJ","false","SC-000022865","a0qWD00000GSmiCYAT","1.01","Collateral_Valuation_Titled_Ship","","0.0","false","","","Collateral Valuation","","false","42012762933282167","LLC_BI__Collateral__c"
