"Id","OwnerId","IsDeleted","Name","LLC_BI__Branch_Id__c","LLC_BI__City__c","LLC_BI__County__c","LLC_BI__Enabled_Experiences__c","LLC_BI__Institution__c","LLC_BI__Location__Latitude__s","LLC_BI__Location__Longitude__s","LLC_BI__Location__c","LLC_BI__Mortgage_License_State__c","LLC_BI__Mortgage_License__c","LLC_BI__NMLS__c","LLC_BI__State__c","LLC_BI__Street__c","LLC_BI__Zip_Code__c","LLC_BI__lookupKey__c","AutorabitExtId__c"
"a0BKU0000005eSA2AY","0058c00000BxeO9AAJ","false","DT-5180-Record02-SingleQuote","","","","","","","","","","","","","","","","","","","IL","","","'8612354123'",""
"a0BKU0000005eSJ2AY","0058c00000BxeO9AAJ","false","Singlequote-DT5180","","","","","","","","","","","","","","","","","","","","","","'Test123'",""
"a0BKU0000005iwb2AA","0058c00000BxeO9AAJ","false","DT-5180-Record03-BackSlash","","","","","","","","","","","","","","","","","","","","","","\                                                                   981723123\ ",""
"a0BKU0000005iwc2AA","0058c00000BxeO9AAJ","false","TestBranches-01","","","","","","","","","","","","","","","","","","","","","","\                                                                   Test123\ ",""
"a0BKU0000005enw2AA","0058c00000BxeO9AAJ","false","DT-5180-Record03-BackSlash","","","","","","","","","","","","","","","","","","","","","","\                                                                  981723123\ ",""
"a0BKU0000005enx2AA","0058c00000BxeO9AAJ","false","TestBranches-01","","","","","","","","","","","","","","","","","","","","","","\                                                                  Test123\ ",""
"a0BKU0000005enu2AA","0058c00000BxeO9AAJ","false","DT-5180-Record03-BackSlash","","","","","","","","","","","","","","","","","","","","","","\                                                                 981723123\ ",""
"a0BKU0000005env2AA","0058c00000BxeO9AAJ","false","TestBranches-01","","","","","","","","","","","","","","","","","","","","","","\                                                                 Test123\ ",""
"a0BKU0000005enr2AA","0058c00000BxeO9AAJ","false","DT-5180-Record03-BackSlash","","","","","","","","","","","","","","","","","","","","","","\                                                                981723123\ ",""
"a0BKU0000005ens2AA","0058c00000BxeO9AAJ","false","TestBranches-01","","","","","","","","","","","","","","","","","","","","","","\                                                                Test123\ ",""
"a0BKU0000005enp2AA","0058c00000BxeO9AAJ","false","DT-5180-Record03-BackSlash","","","","","","","","","","","","","","","","","","","","","","\                                                               981723123\ ",""
"a0BKU0000005enq2AA","0058c00000BxeO9AAJ","false","TestBranches-01","","","","","","","","","","","","","","","","","","","","","","\                                                               Test123\ ",""
"a0BKU0000005enn2AA","0058c00000BxeO9AAJ","false","DT-5180-Record03-BackSlash","","","","","","","","","","","","","","","","","","","","","","\                                                              981723123\ ",""
"a0BKU0000005eno2AA","0058c00000BxeO9AAJ","false","TestBranches-01","","","","","","","","","","","","","","","","","","","","","","\                                                              Test123\ ",""
"a0BKU0000005enj2AA","0058c00000BxeO9AAJ","false","DT-5180-Record03-BackSlash","","","","","","","","","","","","","","","","","","","","","","\                                                             981723123\ ",""
"a0BKU0000005enk2AA","0058c00000BxeO9AAJ","false","TestBranches-01","","","","","","","","","","","","","","","","","","","","","","\                                                             Test123\ ",""
"a0BKU0000005enh2AA","0058c00000BxeO9AAJ","false","DT-5180-Record03-BackSlash","","","","","","","","","","","","","","","","","","","","","","\                                                            981723123\ ",""
"a0BKU0000005eni2AA","0058c00000BxeO9AAJ","false","TestBranches-01","","","","","","","","","","","","","","","","","","","","","","\                                                            Test123\ ",""
"a0BKU0000005enf2AA","0058c00000BxeO9AAJ","false","DT-5180-Record03-BackSlash","","","","","","","","","","","","","","","","","","","","","","\                                                           981723123\ ",""
