"Id","IsDeleted","Name","nFORCE__Rule_Engine_Context__c","nFORCE__Description__c","nFORCE__lookupKey__c"
"a0nWD000000siFNYAY","false","Lightning-Record-001-ContextRule","","","","","","","a0oWD00000EBgSLYA1","Lightning-Record-001-ContextRule","12387123981"
"a0nWD000001BJUzYAO","false","WK Esign","","","","","","","a0oWD00000GPavAYAT","Used to Generate WK Docs under the context of another user","42053228319029560"
"a0nWD000001BJV0YAO","false","Retrieve Pricing Options Retail Pricing","","","","","","","a0oWD00000GPav8YAD","Create the pricing option(s) based on information in the Loan specific to Retail Pricing.","42141213278332970"
"a0nWD000000y0zdYAA","false","Loan Auto-Decision","","","","","","","a0oWD00000EBgSBYA1","The Loan Auto-Decision Rule context runs when the Auto-Decision Action item is selected from a loan","42225489045428711"
"a0nWD000000siFOYAY","false","Retrieve Pricing Options Retail Pricing","","","","","","","a0oWD00000EBgSGYA1","Create the pricing option(s) based on information in the Loan specific to Retail Pricing.","42412341569562522"
"a0nWD000000y0zeYAA","false","Retrieve Pricing Options","","","","","","","a0oWD00000EBgSCYA1","Create the pricing option(s) based on information in the Loan.","42512758419816123"
"a0nWD000000y0zfYAA","false","DuplicateContentVersion","","","","","","","a0oWD00000EBgSbYAL","","42519183972381251"
"a0nWD000000y0zgYAA","false","Proposed Pricing Option","","","","","","","a0oWD00000EBgSDYA1","Create the proposed pricing option based on information in the loan.","42586508393286456"
"a0nWD000000siFbYAI","false","Retrieve Pricing Options Retail Pricing","","","","","","","a0oWD00000EBgScYAL","Create the pricing option(s) based on information in the Loan specific to Retail Pricing.","42622769876416433"
"a0nWD000001BJV1YAO","false","Application Eligibility","","","","","","","a0oWD00000GPav9YAD","","42707121808597513"
"a0nWD000000y0zhYAA","false","Credit Request Preprocessing","","","","","","","a0oWD00000EBgSZYA1","This is run before creating a credit request to determine the parameters for the request","42785310115177566"
"a0nWD000000siFPYAY","false","Retrieve Pricing Options Retail Pricing","","","","","","","a0oWD00000EBgSEYA1","Create the pricing option(s) based on information in the Loan specific to Retail Pricing.","42808589436267268"
"a0nWD000000y0ziYAA","false","Loan Auto-Policy Exception","","","","","","","a0oWD00000EBgSaYAL","The Loan Auto-Policy Exception context runs when the Auto-Policy Exception Action item is selected from a loan","42840682764586852"
"a0nWD000000y0zjYAA","false","Filter Pricing Options by DTI","","","","","","","a0oWD00000EBgSJYA1","Filters the pricing options based on the current max DTI","42849211174191981"
"a0nWD000000y0zkYAA","false","CLA Inspection PlaceHolder Creation","","","","","","","a0oWD00000EBgSYYA1","The CLA Inspection PlaceHolder Creation rule runs when a new Valuation object is created in order to create one or more Document Manager placeholders.","42981872108012027"
"a0nWD000000siFQYAY","false","Lightning-Record-002-ContextRule","","","","","","","a0oWD00000EBgSKYA1","Lightning-Record-002-ContextRule","98654209121456"
"a0nWD000001BJV2YAO","false","Credit Card Online Application","","","","","","","a0oWD00000GPavEYAT","","a0Vam00000Q5RkrEAF"
"a0nWD000001BJV3YAO","false","Retrieve Pricing Options","","","","","","","a0oWD00000GPav8YAD","Create the pricing option(s) based on information in the Loan.","a0Vam00000Q5RksEAF"
"a0nWD000001BJV4YAO","false","Loan Auto-Decision","","","","","","","a0oWD00000GPavCYAT","The Loan Auto-Decision Rule context runs when the Auto-Decision Action item is selected from a loan","a0Vam00000Q5RktEAF"
"a0nWD000001BJV5YAO","false","Loan Auto-Policy Exception","","","","","","","a0oWD00000GPavBYAT","The Loan Auto-Policy Exception context runs when the Auto-Policy Exception Action item is selected from a loan","a0Vam00000Q5RkuEAF"
"a0nWD000001BJV6YAO","false","CLA Inspection PlaceHolder Creation","","","","","","","a0oWD00000GPav7YAD","The CLA Inspection PlaceHolder Creation rule runs when a new Valuation object is created in order to create one or more Document Manager placeholders.","a0Vam00000Q5RkvEAF"
"a0nWD000001BJV7YAO","false","Filter Pricing Options by DTI","","","","","","","a0oWD00000GPav8YAD","Filters the pricing options based on the current max DTI","a0Vam00000Q5RkwEAF"
"a0nWD000001BJV8YAO","false","Proposed Pricing Option","","","","","","","a0oWD00000GPav8YAD","Create the proposed pricing option based on information in the loan.","a0Vam00000Q5RkxEAF"
"a0nWD000001BJV9YAO","false","Credit Request Preprocessing","","","","","","","a0oWD00000GPavDYAT","This is run before creating a credit request to determine the parameters for the request","a0Vam00000Q5RkyEAF"
"a0nWD000000siFRYAY","false","Retrieve Pricing Options Retail Pricing","","","","","","","a0oWD00000EBgSVYA1","Create the pricing option(s) based on information in the Loan specific to Retail Pricing.","a318c000000iFBoAAM"
"a0nWD000000siFSYAY","false","Loan Auto-Decision","","","","","","","a0oWD00000EBgSMYA1","The Loan Auto-Decision Rule context runs when the Auto-Decision Action item is selected from a loan","a318c000001OE03AAG"
"a0nWD000000siFTYAY","false","DuplicateContentVersion","","","","","","","a0oWD00000EBgSNYA1","","a318c000001OE04AAG"
"a0nWD000000siFUYAY","false","Retrieve Pricing Options","","","","","","","a0oWD00000EBgSOYA1","Create the pricing option(s) based on information in the Loan.","a318c000001OE05AAG"
"a0nWD000000siFVYAY","false","Filter Pricing Options by DTI","","","","","","","a0oWD00000EBgSPYA1","Filters the pricing options based on the current max DTI","a318c000001OE06AAG"
"a0nWD000000siFWYAY","false","Credit Request Preprocessing","","","","","","","a0oWD00000EBgSQYA1","This is run before creating a credit request to determine the parameters for the request","a318c000001OE07AAG"
"a0nWD000000siFXYAY","false","Proposed Pricing Option","","","","","","","a0oWD00000EBgSRYA1","Create the proposed pricing option based on information in the loan.","a318c000001OE08AAG"
"a0nWD000000siFYYAY","false","Loan Auto-Policy Exception","","","","","","","a0oWD00000EBgSSYA1","The Loan Auto-Policy Exception context runs when the Auto-Policy Exception Action item is selected from a loan","a318c000001OE09AAG"
"a0nWD000000siFZYAY","false","CLA Inspection PlaceHolder Creation","","","","","","","a0oWD00000EBgSTYA1","The CLA Inspection PlaceHolder Creation rule runs when a new Valuation object is created in order to create one or more Document Manager placeholders.","a318c000001OE0AAAW"
"a31bn000000i1ADAAY","","Retrieve Pricing Options Retail Pricing","a32bn000000i7qkAAA","Create the pricing option(s) based on information in the Loan specific to Retail Pricing.","42124860362386702"
"a31bn000000i1A6AAI","","Retrieve Pricing Options","a32bn000000i7qcAAA","Create the pricing option(s) based on information in the Loan.","Asdc6498yn"
"a31bn000000i1A5AAI","","DuplicateContentVersion","a32bn000000i7qbAAA","","asdadsfdfsfdsfds1"
"a31bn000000i1ACAAY","","CLA Inspection PlaceHolder Creation","a32bn000000i7qiAAA","The CLA Inspection PlaceHolder Creation rule runs when a new Valuation object is created in order to create one or more Document Manager placeholders.","asdtr134"
"a31bn000000i1AAAAY","","Loan Auto-Decision","a32bn000000i7qgAAA","The Loan Auto-Decision Rule context runs when the Auto-Decision Action item is selected from a loan","ashg5y5432"
"a31bn000000i1A8AAI","","Credit Request Preprocessing","a32bn000000i7qeAAA","This is run before creating a credit request to determine the parameters for the request","cfvasdf1435234"
"a31bn000000i1A7AAI","","Filter Pricing Options by DTI","a32bn000000i7qdAAA","Filters the pricing options based on the current max DTI","fffffff3341"
"a31bn000000i1A9AAI","","Proposed Pricing Option","a32bn000000i7qfAAA","Create the proposed pricing option based on information in the loan.","jj76u67j"
"a31bn000000i1ABAAY","","Loan Auto-Policy Exception","a32bn000000i7qhAAA","The Loan Auto-Policy Exception context runs when the Auto-Policy Exception Action item is selected from a loan","vhdchd635"
